id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,original_language,original_title,overview,popularity,genres,production_companies,production_countries,spoken_languages,directors,writers,averageRating,numVotes																																
354912,Coco,8.222,17742,Released,2017-10-27,800526015,105,175000000,en,Coco,Despite his familyâ€™s baffling generations-old ban on music| Miguel dreams of becoming an accomplished musician like his idol| Ernesto de la Cruz. Desperate to prove his talent| Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way| he meets charming trickster Hector| and together| they set off on an extraordinary journey to unlock the real story behind Miguel's family history.,166.578,Family,Pixar,United States of America,English,Lee Unkrich,Lee Unkrich,8.4,622236																																
100402,Captain America: The Winter Soldier,7.671,17692,Released,2014-03-20,714766572,136,170000000,en,Captain America: The Winter Soldier,After the cataclysmic events in New York with The Avengers| Steve Rogers| aka Captain America is living quietly in Washington| D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack| Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow| Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed| Captain America and the Black Widow enlist the help of a new ally| the Falcon. However| they soon find themselves up against an unexpected and formidable enemyâ€”the Winter Soldier.,31.482,Action,Marvel Studios,United States of America,English,Anthony Russo,Christopher Markus,7.7,916547																																
557,Spider-Man,7.279,17653,Released,2002-05-01,821708551,121,139000000,en,Spider-Man,After being bitten by a genetically altered spider at Oscorp| nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.,63.478,Fantasy,Marvel Enterprises,United States of America,English,Sam Raimi,Stan Lee,7.4,902266																																
10681,WALLÂ·E,8.078,17446,Released,2008-06-22,521311860,98,180000000,en,WALLÂ·E,What if mankind had to leave Earth and somebody forgot to turn the last robot off? After hundreds of years doing what he was built for| WALLâ€¢E discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALLâ€¢E has inadvertently stumbled upon the key to the planet's future| and races back to space to report to the humans. Meanwhile| WALLâ€¢E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.,58.517,Animation,Pixar,United States of America,English,Andrew Stanton,Andrew Stanton,8.4,1231528																																
210577,Gone Girl,7.892,17381,Released,2014-10-01,369330363,149,61000000,en,Gone Girl,With his wife's disappearance having become the focus of an intense media circus| a man sees the spotlight turned on him when it's suspected that he may not be innocent.,46.611,Mystery,Regency Enterprises,United States of America,English,David Fincher,Gillian Flynn,8.1,1095301																																
49051,The Hobbit: An Unexpected Journey,7.339,17356,Released,2012-12-12,1021103568,169,250000000,en,The Hobbit: An Unexpected Journey,Bilbo Baggins| a hobbit enjoying his quiet life| is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug| the dragon.,83.524,Adventure,Warner Bros. Pictures,New Zealand,English,Peter Jackson,Fran Walsh,7.8,890004																																
585,"Monsters, Inc.",7.835,17189,Released,2001-11-01,579707738,92,115000000,en,"Monsters, Inc.",Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters| Inc.| the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world| it's the monsters who are scared silly| and it's up to Sulley and Mike to keep her out of sight and get her back home.,86.936,Animation,Pixar,United States of America,English,Pete Docter,Pete Docter,8.1,1004673																																
862,Toy Story,7.971,17152,Released,1995-10-30,394400000,81,30000000,en,Toy Story,Led by Woody| Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart| Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner| the duo eventually learns to put aside their differences.,78.404,Animation,Pixar,United States of America,English,John Lasseter,John Lasseter,8.3,1095864																																
281957,The Revenant,7.5,17114,Released,2015-12-25,532950503,157,135000000,en,The Revenant,In the 1820s| a frontiersman| Hugh Glass| sets out on a path of vengeance against those who left him for dead after a bear mauling.,36.747,Western,Monarchy Enterprises S.a.r.l.,Canada,English,Alejandro G. IÃ±Ã¡rritu,Mark L. Smith,8.0,893158																																
209112,Batman v Superman: Dawn of Justice,5.952,17081,Released,2016-03-23,873637528,152,250000000,en,Batman v Superman: Dawn of Justice,Fearing the actions of a god-like Super Hero left unchecked| Gotham Cityâ€™s own formidable| forceful vigilante takes on Metropolisâ€™s most revered| modern-day savior| while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another| a new threat quickly arises| putting mankind in greater danger than itâ€™s ever known before.,78.589,Action,Warner Bros. Pictures,Canada,English,Zack Snyder,Bob Kane,6.5,761853																																
8587,The Lion King,8.256,16991,Released,1994-06-24,763455561,89,45000000,en,The Lion King,A young lion prince is cast out of his pride by his cruel uncle| who claims he killed his father. While the uncle rules with an iron paw| the prince grows up beyond the Savannah| living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him| the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?,87.384,Family,Walt Disney Pictures,United States of America,English,Roger Allers,Irene Mecchi,8.5,1172882																																
98,Gladiator,8.209,16962,Released,2000-05-04,465361176,155,103000000,en,Gladiator,In the year 180| the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne| Maximus is set to be executed.  He escapes| but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator| Maximus must battle to the death with other men for the amusement of paying audiences.,53.587,Action,Universal Pictures,United Kingdom,English,Ridley Scott,David Franzoni,8.5,1680918																																
37165,The Truman Show,8.133,16827,Released,1998-06-04,264118201,103,60000000,en,The Truman Show,Truman Burbank is the star of The Truman Show| a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows| including his wife and his best friend| is really an actor| paid to be part of his life.,42.954,Comedy,Paramount,United States of America,English,Peter Weir,Andrew Niccol,8.2,1238214																																
9806,The Incredibles,7.704,16584,Released,2004-10-27,631442092,115,92000000,en,The Incredibles,Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment| it's time to get back into costume.,62.609,Action,Pixar,United States of America,French,Brad Bird,Brad Bird,8.0,832842																																
329865,Arrival,7.6,16564,Released,2016-11-10,203388186,116,47000000,en,Arrival,Taking place after alien crafts land around the world| an expert linguist is recruited by the military to determine whether they come in peace or are a threat.,47.983,Drama,FilmNation Entertainment,Canada,Mandarin,Denis Villeneuve,Eric Heisserer,7.9,794421																																
496243,Parasite,8.515,16430,Released,2019-05-30,257591776,133,11363000,ko,ê¸°ìƒì¶©,All unemployed| Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.,64.627,Comedy,Barunson E&A,South Korea,English,Bong Joon Ho,Bong Joon Ho,8.5,1008811																																
76338,Thor: The Dark World,6.538,16359,Released,2013-10-30,644783140,112,170000000,en,Thor: The Dark World,Thor fights to restore order across the cosmosâ€¦ but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand| Thor must embark on his most perilous and personal journey yet| one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.,59.968,Action,Marvel Studios,United States of America,English,Alan Taylor,Christopher L. Yost,6.7,738622																																
