"id","title","vote_average","vote_count","status","release_date","revenue","runtime","budget","imdb_id","original_language","original_title","overview","popularity","tagline","genres","production_companies","production_countries","spoken_languages","cast","director","director_of_photography","writers","producers","music_composer","imdb_rating","imdb_votes","poster_path"
"1267","Meet the Robinsons","6.919","2842.0","Released","2007-03-23","169332978.0","95.0","150000000.0","tt0396555","en","Meet the Robinsons","Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.","45.356","Think your family's weird?","Animation, Comedy, Family","Walt Disney Pictures, Walt Disney Animation Studios","United States of America","English","Matthew Josten, Nathan Greno, Kelly Hoover, Jordan Orr, David Cowgill, Fred Tatasciore, Harland Williams, Krista Swan, Wesley Singerman, Grace Rolek, Aurian Redson, Dara McGarry, Cameron Covell, Don Hall, Adam West, Stephen J. Anderson, Makenna Cowgill, Paul Butcher, Jordan Fry, Mick Hazen, Ethan Sandler, Jackie Gonneau, John H. H. Ford, Lynwood Robinson, Greyson Spann, Tom Selleck, Cooper Cowgill, Shannon O'Connor, Angela Bassett, Laurie Metcalf, Tracey Miller-Zarneke, Joseph Mateo, Daniel Hansen, Joe Whyte, Nicole Sullivan, Michaela Jill Murphy, Tom Kenny, Terri Douglas","Stephen J. Anderson","","William Joyce, Aurian Redson, Michelle Bochner Spitz","Clark Spencer, Dorothy McKim, William Joyce, John Lasseter","Danny Elfman","6.8","114405.0","/naya0zF4kT401Sx15AtwB9vpcJr.jpg"
"1268","Mr. Bean's Holiday","6.4","2823.0","Released","2007-03-22","232225908.0","90.0","25000000.0","tt0453451","en","Mr. Bean's Holiday","Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.","24.296","Disaster is just a small step away.","Family, Comedy","Tiger Aspect, Working Title Films","United Kingdom","Français, Pусский, English","Anthony Morabito, Dimitri Radochevitch, Michel Winogradoff, Philippe Spall, Anthony Paliotti, Antoine de Caunes, Ian Porter, Emmanuelle Cosso, Bachir Allouane, Evelyne Guyon, Zazie Delem, Francois Chanut, Francois Roche, Sharlit Deyzac, Willem Dafoe, Éric Naggar, Julie Ferrier, Julien Cottereau, Adilson Monteiro, Nader Boussandel, Stéphane Debac, Lily Atkinson, Nicolas Bridet, Urbain Cancelier, Bams Betga-Tchouni, Adrien Rodrigue, Francis Coffinet, Michel Estrade, Steve Pemberton, Emma de Caunes, Bak, Francois Touch, Clint Dyer, Maxim Baldry, Rowan Atkinson, Jean Rochefort, Louis Gomis, Christopher Sciueref, Pascal Jounier, Fabien Arnaud, Arsène Mosca, Flaminia Cinque, Preston Nyman, Catherine Hosmalin, Gilles Gaston-Dreyfus, Luc-Antoine Salmont, Stefane Mellino, James Kavaz, Nathalie Levy-Lang, Karel Roden, Julie Fournier","Steve Bendelack","Baz Irvine","Robin Driscoll, Simon McBurney, Hamish McColl","Peter Bennett-Jones, Tim Bevan, Simon McBurney, Eric Fellner, Richard Curtis","Howard Goodall","6.4","136265.0","/bSSx9Sq6irWwN9NTQmoT9KE8kXn.jpg"
"1269","The Vexxer","6.403","129.0","Released","2007-03-10","0.0","98.0","0.0","tt0446009","de","Neues vom Wixxer","Scotland Yard investigators have to prevent the murder of Victoria Dickman when her name is found on a death list.","7.1","","Comedy, Crime","GFP Medienfonds","Germany","Deutsch","Oliver Kalkofe, Thomas Heinze, Hella von Sinnen, Bastian Pastewka, Oliver Welke, Ingrid van Bergen, Achim Mentzel, Wolfgang Völz, Joachim Fuchsberger, Christiane Paul, Judy Winter, Lars Rudolph, Christian Tramitz, Bernd Clüver, Frank Zander, Sonja Kirchberger, Michael Kessler, Chris Howland, Martin Semmelrogge, Christoph Maria Herbst, Joy Fleming, Roberto Blanco","Philipp Stennert, Cyrill Boss","","Oliver Kalkofe, Bastian Pastewka, Oliver Welke","Christian Becker, Lena Olbrich","","6.2","5478.0","/uZBbfB0OrEM6YuTc8j3KNaATSmn.jpg"
"1271","300","7.2","13611.0","Released","2007-03-07","456082343.0","116.0","65000000.0","tt0416449","en","300","Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.","63.179","Prepare for glory!","Action, Adventure, War","Virtual Studios, Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Nimar Studios, Warner Bros. Pictures, Cruel & Unusual Films","United Kingdom, United States of America","English","Jeremy Thibodeau, Michael Fassbender, Veronique-Natale Szalankiewicz, Stewart Myiow, Cindy, Dominic West, Isabelle Champeau, Dave Lapommeray, Tania Trudel, Dylan Smith, Gary A. Hecker, Arthur Holden, Charles Papasoff, Stephania Gambaroff, Maurizio Terrazzano, Michael Sinelnikoff, Atif Y. Siddiqi, Kelly Craig, Vervi Mauricio, Sebastian St. Germain, David Schaap, Alex Ivanovici, Loucas Minchillo, Vincent Regan, Andrew Pleavin, Stéphanie Aubry, Robert Paradis, Tom Rack, Camille Rizkallah, Maéva Nadon, Amélie Sorel, Lena Headey, Sara Giacalone, Sandrine Merette-Attiow, Manny Cortez Tuazon, Tim Connolly, Sabrina-Jasmine Guilbault, David Francis, Tyrone Benskin, Ariadne Bourbonnière, Andrew Tiernan, Tyler Neitzel, Greg Kramer, Bonnie Mak, Kwasi Songui, Chanelle Lamothe, Eli Snyder, Andrew Shaver, Rodrigo Santoro, Andreanne Ross, Gerard Butler, Tom Wisdom, Elisabeth Etienne, Marie-Julie Rivest, Marcel Jeannin, Robin Wilcock, Dennis St John, John Dunn-Hill, James Bradford, Gina Gagnon, David Thibodeau, Nicholas Minchillo, Leon Laderach, Kent McQuaid, Frédéric Smith, Stephen McHattie, Peter Mensah, Mercedes Leggett, Jere Gillis, Isabelle Fournel, Caroline Aspirot, Ruan Vibegaard, Neil Napier, David Wenham, Neon Cobran, Patrick Sabongui, Danielle Hubbard, Alexandra Beaton, Jean Michel Paré, Trudi Hanley, Robert Maillet, Giovani Cimmino, Geneviève Guilbault","Zack Snyder","Larry Fong","Michael B. Gordon, Kurt Johnstad, Frank Miller, Zack Snyder","Frank Miller, Jeffrey Silver, William Fay, Thomas Tull, Craig J. Flores, Gianni Nunnari, Deborah Snyder, Scott Mednick, Ben Waisbren, Bernie Goldmann","Tyler Bates","7.6","878091.0","/h7Lcio0c9ohxPhSZg42eTlKIVVY.jpg"
"1272","Sunshine","6.957","3749.0","Released","2007-04-05","34800000.0","107.0","50000000.0","tt0448134","en","Sunshine","Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope.","25.456","Just look out for a little extra brightness in the sky.","Drama, Science Fiction, Thriller","Ingenious Media, Moving Picture Company, UK Film Council, DNA Films","United Kingdom","English","Cillian Murphy, Cliff Curtis, Paloma Baeza, Archie Macdonald, Rose Byrne, Benedict Wong, Hiroyuki Sanada, Michelle Yeoh, Chipo Chung, Sylvie Macdonald, Mark Strong, Chris Evans, Troy Garity","Danny Boyle","Alwin H. Küchler","Alex Garland","Andrew Macdonald","John Murphy","7.2","272308.0","/oKGGeJ8qvm0UmClz43VJ31fzPP7.jpg"
"1273","TMNT","6.1","1087.0","Released","2007-03-23","95608995.0","86.0","34000000.0","tt0453556","en","TMNT","After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City.","33.693","A Whole New Breed of Heroes.","Adventure, Animation, Comedy, Family","Imagi Animation Studios, Mirage Studios","Hong Kong, United States of America","English","Jess Harnell, Paula Mattioli, Phil LaMarr, Patrick Stewart, Jeff Bennett, Fred Tatasciore, Paul Michael Robinson, Jim Cummings, Grey DeLisle, John DiMaggio, Laurence Fishburne, Dee Bradley Baker, Billy West, Tara Strong, Mako, Kevin Munroe, Zhang Ziyi, Mitchell Whitfield, Kevin Michael Richardson, Greg Baldwin, Nolan North, Sarah Michelle Gellar, Jennifer Hale, Mikey Kelley, Chris Edgerly, Kevin Smith, Kim Mai Guest, James Arnold Taylor, Chris Evans","Kevin Munroe","Steve Lumley","Peter Laird, Kevin Eastman, Kevin Munroe","Gary Richardson, Paul Wang, Galen Walker, Frederick U. Fierst, Kyle Clark, Tom Gray Thomas Gray, Peter Laird, Francis Kao, Thomas K. Gray","Klaus Badelt","6.2","70158.0","/6ZCWn7BGpDLBDigtdiuGyBdEqab.jpg"
"1277","Gloomy Sunday","7.804","56.0","Released","1999-10-21","585604.0","112.0","0.0","tt0155722","de","Ein Lied von Liebe und Tod - Gloomy Sunday","Budapest in the thirties. The restaurant owner Laszlo hires the pianist András to play in his restaurant. Both men fall in love with the beautiful waitress Ilona who inspires András to his only composition. His song of Gloomy Sunday is, at first, loved and then feared, for its melancholic melody triggers off a chain of suicides. The fragile balance of the erotic ménage à trois is sent off kilter when the German Hans goes and falls in love with Ilona as well.","9.043","","Drama, Romance","Studio Hamburg Filmproduktion, Dom Film","Germany, Hungary","Deutsch, English, Magyar","Erika Marozsán, Júlia Zsolnai, László I. Kish, Stefano Dionisi, Márta Bakó, Ben Becker, Stefan Weinert, Karl Fischer, Géza Boros, Denis Moschitto, Michael Gampe, Ferenc Némethy, Zsuzsa Mányai, Joachim Król, Áron Sipos, Rolf Becker, Veit Stübner, Werner Brehm, Ferenc Bács, Tibor Kenderesi, Ilse Zielstorff, Sebastian Koch, Dorka Gryllus, István Kanizsay, Anna Ráckevei, Markus Hering, Jörg Gillner, Ernst Kahl, István Mikó, András Bálint, Ulrike Grote, Wanja Mues","Rolf Schübel","Edward Kłosiński","Ruth Toma, Nick Barkow, Rolf Schübel","Richard Schöps","Rezsö Seress, Detlef Petersen","7.8","8551.0","/7cjNxmJUmz3gaaN6LYRJuEYtaKe.jpg"
"1278","The Dreamers","7.2","2830.0","Released","2003-09-01","15100000.0","115.0","15000000.0","tt0309987","en","The Dreamers","When Isabelle and Theo invite Matthew to stay with them, what begins as a casual friendship ripens into a sensual voyage of discovery and desire in which nothing is off limits and everything is possible.","45.328","Together nothing is impossible. Together nothing is forbidden.","Drama, Romance","Recorded Picture Company, Peninsula Films, HanWay Films, Tele+, Fiction, Medusa Film","France, Italy, United Kingdom","Français, English","Eva Green, Jean-Pierre Kalfon, Anna Chancellor, Michael Pitt, Louis Garrel, Lola Peploe, Florian Cadiou, Jean-Pierre Léaud, Ingy Fillion, Pierre Hancisse, Robin Renucci, Valentin Merlet","Bernardo Bertolucci","Fabio Cianchetti","Gilbert Adair","Jeremy Thomas","","7.1","134929.0","/gBb7GGaFYPu7nEUYvC8G4LaJJN1.jpg"
"1279","Samaritan Girl","6.9","200.0","Released","2004-03-05","328161.0","96.0","1000000.0","tt0397619","ko","사마리아","Jae-Young is an amateur prostitute who sleeps with men while her best friend Yeo-Jin ""manages"" her, fixing dates, taking care of the money, and making sure the coast is clear. When Jae-Young falls in love with one of those men, she suppresses her feelings towards him in respect of her friend who's jealous.","23.378","A dark tale of revenge.","Drama","Kim Ki Duk Film, Show East","South Korea","한국어/조선말","Yook Se-jin, Kim Gwi-seon, Han Chang-hyun, Oh Young, Chong Yun-su, Seo Seung-won, Yoo Jae-ik, Lee Jong-Gil, Jeon Jin-bae, Han Yeo-reum, Kwak Ji-min, Im Gyun-Ho, Son Young-soon, Park Jeong-gi, Kwon Hyun-min, Shin Taek-gi, Lee Eol, Jeong In-gi","Kim Ki-duk","Sun Sang-jae","Kim Ki-duk","Bae Jeong-min, Kim Ki-duk, Kim Dong-joo","Park Ji, Park Ji-woong","7.0","14181.0","/w0cn9vwzkheuCT2a2MStdnadOyh.jpg"
"1280","3-Iron","7.8","1119.0","Released","2004-10-15","3403957.0","88.0","0.0","tt0423866","ko","빈집","A young man, whose only possession is a motorcycle, spends his time riding around the city looking for empty apartments. After finding one, he hangs out for a while, fixing himself something to eat, washing laundry or making small repairs in return. He always tries to leave before the owners get back but in one ostensibly empty mansion he meets the abused wife of a rich man and she escapes with him.","20.859","In the quietness of empty houses, love finds a voice","Drama, Romance, Crime","Kim Ki Duk Film, Cineclick Asia, Happinet Pictures, Chungeorahm Film","South Korea, Japan","한국어/조선말","Ju Jin-mo, Park Nam-min, Jang Jae-yong, Kim Maeng-sung, Shin Tae-suk, Lee Ju-seok, Kim Hyung-suk, Park Se-jin, Lee Seung-yun, Jang Ji-yong, Kim Han, Park Ji-a, Kang Sung-hoon, Moon Sung-hyuk, Jae Hee, Rhee Dah-hae, Lee Mi-suk, Lee Byung-hoon, Lee Hong-suk, Lee Jong-seob, Jung Song-hoon, Jang Hoon, Park Dong-jin, Ryoo Jong-hwa, Jang Seok-bin, Jeong-ho Choi, Lee Ui-Soo, Kwon Hyuk-ho","Kim Ki-duk","Jang Seong-baek","Kim Ki-duk","Suh Young-joo, Michio Suzuki, Kim Ki-duk, Choi Yong-bae","Slvian","7.9","59153.0",""
"1281","Bean","6.5","2371.0","Released","1997-07-03","251212670.0","89.0","18000000.0","tt0118689","en","Bean","Childlike Englishman, Mr. Bean, is an incompetent watchman at the Royal National Gallery. After the museum's board of directors' attempt to have him fired is blocked by the chairman, who has taken a liking to Bean, they send him to Los Angeles to act as their ambassador for the unveiling of a historic painting to humiliate him. Fooled, Mr. Bean must now successfully unveil the painting or risk his and a hapless Los Angeles curator's termination.","18.282","One man. One masterpiece. One very big mistake.","Family, Adventure, Comedy","Working Title Films, Tiger Aspect","United Kingdom","English","Rob Brownstein, Richard Gant, Richard Hicks, Alison Goldie, Clive Corner, Dakin Matthews, David Doty, Thomas Mills, June Brown, Priscilla Shanks, Scott Charles, John Mills, Lela Ivey, Burt Reynolds, Pamela Reed, Chris Ellis, Gigi Fields, Janni Brenn, Peter James, Harris Yulin, Tom McGowan, Peter Egan, Sandra Oh, Peter MacNicol, Larry Drake, Peter Capaldi, Danny Goldring, Rowan Atkinson, Reg Thomason, Tricia Vessey, Julia Pearlstein, Perry Anzilotti, Ronnie Yeskel, April Grace, Annette Helde, Johnny Galecki, Andrew Lawrence, Robert Curtis Brown","Mel Smith","Francis Kenny","Robin Driscoll, Emma Freud, Richard Curtis","Peter Bennett-Jones, Eric Fellner, Tim Bevan, Richard Curtis, Rowan Atkinson","Howard Goodall","6.5","112444.0","/IwrDPrB4d2DMcpnGkvan46yINL.jpg"
"1282","Dogtown and Z-Boys","6.997","144.0","Released","2002-05-10","0.0","90.0","0.0","tt0275309","en","Dogtown and Z-Boys","This award-winning, thrilling story is about a group of discarded kids who revolutionized skateboarding and shaped the attitude and culture of modern day extreme sports. Featuring old skool skating footage, exclusive interviews and a blistering rock soundtrack, DOGTOWN AND Z-BOYS captures the rise of the Zephyr skateboarding team from Venice's Dogtown, a tough ""locals only"" beach with a legacy of outlaw surfing.","10.43","The birth of extreme","Documentary","Agi Orsi Productions, Vans (US)","United States of America","English","Glen E. Friedman, Steve Caballero, Tony Hawk, Jeff Ho, Jake Phelps, Jeff Ament, Tony Alva, Sean Penn, Henry Rollins, Peggy Oki, Jay Adams, Stacy Peralta","Stacy Peralta","Peter Pilafian, Sebastian Jungwirth","Craig Stecyk, Stacy Peralta","","","7.6","13481.0","/eb02dpopuAhuThf7nXAAwKtAF88.jpg"
"1283","Torrente, the Dumb Arm of the Law","6.4","260.0","Released","1998-03-13","0.0","97.0","0.0","tt0120868","es","Torrente, el brazo tonto de la ley","A former policeman enlists his nerdy friend to help bust drug traffickers moving heroin through a Chinese restaurant.","12.107","","Comedy, Crime","Cartel, Rocabruno S.A., Amiguetes Entertainment","Spain","Español","Aquilino Gamazo, Graciano Fernández, Tony Leblanc, José Miguel Gómez, Eva Sklar, Javier Jurdao, Javier Cámara, Carmen Navarro, Olga Lorente, Jake Nong, Nuria Carbonell, Rosa Zhidán, Juan Dakas, Luis Gutiérrez, Fernando Sáez, Pablo Carbonell, Claudio Contreras, César Vea, Carlos García Berlanga, Antonio de la Torre, Darío Paso, Fernando Trueba, Sixto Cid, Santiago Urrialde, Máximo Pradera, Julio Sanjuán, Cela Ortega, Carlos Faemino, Gabino Diego, Felipe Hita, Manuel Manquiña, Carlos Bardem, Chus Lampreave, Manuel Tallafé, Mariola Fuentes, Neus Asensi, Nuria De La Fuente, Jimmy Barnatán, El Gran Wyoming, Luis Cuenca, Carlos Lucas, Luixy Toledo, Carlos Perea, Daniel Monzón, Poli Díaz, Espartaco Santoni, José García Ruiz, Andreu Buenafuente, Javier Bardem, Cañita Brava, Javier Cansado, Santiago Segura, Jorge Sanz, Sergio Francisco, Santiago Barullo","Santiago Segura","Carles Gusi","Santiago Segura","Andrés Vicente Gómez","Roque Baños","6.8","13896.0","/jKWm6eO4ixba1orKT7idx5FJLrK.jpg"
"1284","Torrente 2: Mission in Marbella","6.0","175.0","Released","2001-03-30","0.0","99.0","0.0","tt0257231","es","Torrente 2: Misión en Marbella","For this second film in the cult comedy series Torrente takes our fat police officer from Madrid to Marbella in Spain to investigate a villain’s plot to destroy the city with a missile. This James Bond style slapstick comedy became the most successful box-office film in Spanish film history beating out only the first Torrente film.","13.225","","Comedy, Crime","Amiguetes Entertainment, Lolafilms","Spain","Español","Richy Castellanos, José Luis Sanz, Antonio Resines, Sonia Losa, Goyito Fernández, El Gran Wyoming, Javier Cámara, Manuel Tallafé, Paloma Cela, Neus Asensi, Jaime Noguera, Óscar Quijano, Juan Luis Galiardo, María Luisa Gutiérrez, Fernando Torrente, Juan Manuel Gudari, Juanito Navarro, José 'El Morito', José María Rubio, Santi Millán, Nuria Carbonell, Borja Torres, Verónica Luján, Roberto Carretero, Pepe Navarro, Arturo Valls, Yola Berrocal, Morten Rubén, Santiago Chávarri 'Aco', Torbe, David G Mahoney, Julio Sanjuán, Ariadna Gil, Cela Ortega, Xavier Deltell, Jacobo Domínguez, José Ángel Barros, Pilar Ortega, Rosanna Walls, Pablo Carbonell, Nati Expósito, José Antonio Calvo, Federico Cueva, Juan Miguel Fernández, Cañita Brava, Rosa Zhidán, Manolo Codeso, Gabino Diego, Alexis Valdés, Máximo Pradera, Inés Sastre, José Luis López Vázquez, Yuliya Bogdanenko, Damián Ramos, Luís Alberto, Raúl Quijano, Mansueto Manel, Luis Montes, Jerónimo Cantero, Juan Dakas, Luixy Toledo, Tony Leblanc, Chus Lampreave, Cristina Tárrega, Santiago Segura, Antonio de la Torre, Moncho Ferrer, Bill Holden, Íñigo González, Andreu Buenafuente, Ignacio Charrabe, Patricia Rivas, Diego El Cigala, Rosa María Sardà, Santiago Urrialde, Paco Carvajal, Miguel Segura, Esther Cañadas, Fernando Sáez, Ángela Castilla, José Mota, Manel Fuentes, Máximo Valverde, Carlos Moyá, Paco Collado, José Luis Moreno, Eloi Yebra, Carolina Bona, Sergio Francisco, Jesús Bonilla, Bosco, Manuel Quijano","Santiago Segura","Guillermo Granillo","Santiago Segura","Juan Dakas, Andrés Vicente Gómez, Santiago Segura","Roque Baños","6.4","8125.0","/yJyBsGqQow7vGTD8FbntQOzwJP4.jpg"
"1285","Torrente 3: The Protector","5.4","154.0","Released","2005-09-30","19888231.0","91.0","5473145.0","tt0444505","es","Torrente 3: El protector","A popular and beautiful politician plans to expose the evil-doings of a multinational corporation. Hoping to silence her, the corporation's top executives decide to hire the most incompetent detective they can find to act as her bodyguard.","10.811","","Comedy, Crime","Atresmedia, Amiguetes Entertainment","Spain","Italiano, Español","Oliver Stone, Mad Crampi, Fernando Torres, Jimmy Barnatán, Marisa Medina, Enrique Sarasola, El Fary, Jaime Ordóñez, El Risitas, Carmen Ruiz, María Jesús Blascerra, Edda Díaz, Regino Arellano, Dani Martín, Nicolás Fernández Luna, Luixy Toledo, María Dolores González, Yvonne Sciò, Martin Czehmester, Jorge Segura, Santiago Segura, Chiquito de la Calzada, Carlos Latre, Fernando Sáez, Maite Pastor, Mario Calvo Gutiérrez, César Román, Habdou Diarra, Lee Lorentz, Susana Rugama, Cañita Brava, Matías Prats Jr., Usun Yoon, José María Gutiérrez, Florentino Fernández, Fofito, Richy Castellanos, Lucía Lapiedra, Iván Helguera, Pablo Pinedo, Carlos Pumares, Carlos Iglesias, Fabio Testi, Javier Gutiérrez, María Luisa Osorio, Mami Quevedo, Tony Leblanc, Bea Morillas, Juanma Ortega, Santiago Urrialde, Paco Collado, Santiago Barullo, Briguithe Valderrama, Andreu Buenafuente, Eduardo Gómez, Cristina Charro, Vanesa Zamora, Helga Liné, Ruth Zanon, Albert Canil, Fran Murcia, Juan Miguel Fernández, José María Rubio, Jaime Lacasa, Orlando Abad, Iker Casillas, Guillermo del Toro, John Landis, Enrique Villén, Carola Baleztena, Jerónimo Cantero, José Mota, Damián Ramos, Emiliana Olmedo, Luis Larrodera, Methieu Fremont, Marcos Mundstock, Hicham Malayo, Ana María Sobrino, Nicolás Rodríguez-Villar, José Manuel Moya, José Ramón Zabaleta, Silvia Gambino, Héctor Alba, José M. Grande, Fernando Torrente, Torbe, Eduardo García, Xavier Deltell","Santiago Segura","Unax Mendía","Santiago Segura","Fernanda Cueva, Santiago Segura, María Luisa Gutiérrez","Roque Baños","5.6","6412.0","/s6T6Sg2d98FKo3g1VCAjzJcW4H0.jpg"
"1294","Four Minutes","6.9","133.0","Released","2006-06-23","0.0","112.0","0.0","tt0461694","de","Vier Minuten","Jenny is young. Her life is over. She killed someone. And she would do it again. When an 80-year-old piano teacher discovers the girl’s secret, her brutality and her dreams, she decides to transform her pupil into the musical wunderkind she once was.","6.195","","Drama, Music","Kordes & Kordes Film, Journal-Film Klaus Volkenborn KG, ARD","Germany","Deutsch","Dietrich Hollinderbäumer, Stefan Kurt, Jasmin Tabatabai, Torsten Ranft, Nadja Uhl, Monica Bleibtreu, Max Moor, Richy Müller, Lara Beckmann, Vadim Glowna, Maria Hartmann, Gabriele Schäfer, Amber Bongard, Kathrin Kestler, Sven Pippig, Christian Koerner, Hannah Herzsprung, Edita Malovčić, Isolde Fischer, Dagmar Leesch, Irene Rindje, Peter Davor","Chris Kraus","Judith Kaufmann","Chris Kraus","Alexandra Kordes, Meike Kordes","","7.3","7542.0","/qZusVWgu0Df9hD4JbT0R2yYL2ya.jpg"
"1358","A Brief History of Time","7.2","114.0","Released","1991-10-01","2279692.0","80.0","0.0","tt0103882","en","A Brief History of Time","This shows physicist Stephen Hawking's life as he deals with the ALS that renders him immobile and unable to speak without the use of a computer. Hawking's friends, family, classmates, and peers are interviewed not only about his theories but the man himself.","15.273","","Documentary","TBS, ITV, NBC","Japan, United Kingdom, United States of America","English","Christopher Isham, John R. Taylor, Norman Dix, Don Page, Basil King, Roger Penrose, Janet Humphrey, Derek Powney, Stephen Hawking, Gordon Berry, Mary Hawking, Isobel Hawking, Brandon Carter, Raymond Laflamme, Robert Berman, John Archibald Wheeler, Dennis Sciama, Brian Whitt, Kip Thorne","Errol Morris","Stefan Czapsky, John Bailey","Stephen Hawking","Rory Johnston, Gordon Freedman, Steven Spielberg, Kathleen Kennedy, Colin Ewing, David Hickman","Philip Glass","7.3","5981.0","/suzXlM1q3L4tS29pWvYomAbFn6c.jpg"
"1359","American Psycho","7.4","10943.0","Released","2000-04-13","34300000.0","102.0","7000000.0","tt0144084","en","American Psycho","A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.","54.976","I think my mask of sanity is about to slip.","Thriller, Drama, Crime","Lionsgate, Pressman Film, Muse Productions, Am Psycho Productions","Canada, United States of America","English, Español, 广州话 / 廣州話","Somaya Reece, Christian Bale, Stephen Bogaert, Peter Tufford Kennedy, Leanne Poirier Greenfield, Krista Sutton, Josh Lucas, Cara Seymour, Reese Witherspoon, Monika Meier, Dan Rush, Guinevere Turner, Reuben Thompson, Joseph Oliveira, Jessica Lau, Matt Ross, Kiki Buttignol, Joyce R. Korbin, Park Bench, Alan McCullough, Mark Pawson, Charlotte Hunter, Catherine Black, Patricia Gage, Ross Gibby, Kate Steen, Landy Cannon, Reg E. Cathey, Margaret Ma, Christina McKay, Brett Alexander Davidson, Jared Leto, Bryan Renfro, Peter Loung, Bill Sage, Lilette Wiens, Anthony Lemke, Marie Dame, Kelley Harron, Samantha Mathis, Willem Dafoe, Chloë Sevigny, Blair Williams, Connie Chen, Glen Marc Silot, Justin Theroux, Chris Stone","Mary Harron","Andrzej Sekula","Bret Easton Ellis, Mary Harron, Guinevere Turner","Edward R. Pressman, Michael Paseornek, Joseph Drake, Christian Halsey Solomon, Chris Hanley, Jeff Sackman","John Cale","7.6","750838.0","/9uGHEgsiUXjCNq8wdq4r49YL8A1.jpg"
"1360","Frida","7.4","1983.0","Released","2002-08-29","56298474.0","123.0","12000000.0","tt0120679","en","Frida","A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.","17.508","Prepare to be seduced.","Drama, Romance","Miramax, Margaret Rose Perenchio Productions, Ventanarosa, Lionsgate","Canada, Mexico, United States of America","Français, English, Pусский","Karine Plantadit, Edward Norton, Didi Conn, Antonio Banderas, Mía Maestro, Lila Downs, Diego Luna, Roger Rees, Lucia Bravo, Alejandro Usigli, Alfred Molina, Salma Hayek Pinault, Patricia Reyes Spíndola, Roberto Medina, Margarita Sanz, Loló Navarro, Amelia Zapata, Ivana Sejenovich, Fermín Martínez, Omar Rodríguez, Geoffrey Rush, Saffron Burrows, Valeria Golino, Ashley Judd","Julie Taymor","Rodrigo Prieto","Anna Thomas, Diane Lake, Gregory Nava, Hayden Herrera, Clancy Sigal","Jill Sobel Messick, Mark Amin, Lizz Speed, Sarah Green, Lindsay Flickinger, Amy Slotnick, Margaret Rose Perenchio, Salma Hayek Pinault, Nancy Hardin, Jay Polstein, Brian Gibson, Mark Gill, Roberto Sneider","Elliot Goldenthal","7.3","96794.0","/a4hgR6aKoohB6MHni171jbi9BkU.jpg"
"1361","The Return of the King","6.4","192.0","Released","1980-05-11","0.0","98.0","0.0","tt0079802","en","The Return of the King","Two Hobbits struggle to destroy the Ring in Mount Doom while their friends desperately fight evil Lord Sauron's forces in a final battle.","24.124","","Animation, Fantasy, Adventure","Rankin/Bass Productions","United States of America","English","Theodore Bikel, Orson Bean, Glenn Yarbrough, Theodore Gottlieb, John Stephenson, Don Messick, Nellie Bellflower, Sonny Melendrez, Casey Kasem, William Conrad, John Huston, Paul Frees, Roddy McDowall","Jules Bass, Arthur Rankin, Jr.","","J.R.R. Tolkien, Romeo Muller","Masaki Îzuka, Jules Bass","Maury Laws","5.7","4803.0","/sC5j2cUgGe1IQ33WdLYx6G4KiDm.jpg"
"1362","The Hobbit","6.5","309.0","Released","1977-11-27","0.0","77.0","3000000.0","tt0077687","en","The Hobbit","Bilbo Baggins the Hobbit was just minding his own business, when his occasional visitor Gandalf the Wizard drops in one night. One by one, a whole group of dwarves drop in, and before he knows it, Bilbo has joined their quest to reclaim their kingdom, taken from them by the evil dragon Smaug. The only problem is that Gandalf has told the dwarves that Bilbo is an expert burglar, but he isn't...","18.359","","Family, Fantasy, Animation, Adventure, TV Movie","Rankin/Bass Productions, Topcraft","Japan, United States of America","English","John Stephenson, Don Messick, Glenn Yarbrough, Thurl Ravenscroft, Richard Boone, Theodore Gottlieb, Jack DeLeon, Orson Bean, Hans Conried, Cyril Ritchard, Otto Preminger, John Huston, Paul Frees","Arthur Rankin, Jr., Jules Bass","","J. R. R. Tolkien, Romeo Muller, Jules Bass","Arthur Rankin, Jr., Masaki Îzuka, Jules Bass","Maury Laws","6.7","16831.0","/2ohvyMPhvjftLrM6S6Ljr6QrL0u.jpg"
